MeterID;FromDateTime;ToDateTime;Value
123456789012345000;2020-12-21 15,00;2020-12-21 16,00;1,124
123456789012345000;2020-12-21 16,00;2020-12-21 17,00;1,27
123456789012345000;2020-12-21 17,00;2020-12-21 18,00;1,956
123456789012345000;2020-12-21 18,00;2020-12-21 19,00;2,08
123456789012345000;2020-12-21 19,00;2020-12-21 20,00;1,278
123456789012345000;2020-12-21 20,00;2020-12-21 21,00;0,432
123456789012345000;2020-12-21 21,00;2020-12-21 22,00;0,476
123456789012345000;2020-12-21 22,00;2020-12-21 23,00;0,143
123456789012345000;2020-12-21 23,00;2020-12-22 00,00;0,173
123456789012345000;2020-12-22 00,00;2020-12-22 01,00;0,179
123456789012345000;2020-12-22 01,00;2020-12-22 02,00;0,228
123456789012345000;2020-12-22 02,00;2020-12-22 03,00;0,152
123456789012345000;2020-12-22 03,00;2020-12-22 04,00;0,115
123456789012345000;2020-12-22 04,00;2020-12-22 05,00;0,157
123456789012345000;2020-12-22 05,00;2020-12-22 06,00;0,127
123456789012345000;2020-12-22 06,00;2020-12-22 07,00;0,109
123456789012345000;2020-12-22 07,00;2020-12-22 08,00;0,56
123456789012345000;2020-12-22 08,00;2020-12-22 09,00;0,847
123456789012345000;2020-12-22 09,00;2020-12-22 10,00;0,662
123456789012345000;2020-12-22 10,00;2020-12-22 11,00;1,648
123456789012345000;2020-12-22 11,00;2020-12-22 12,00;0,749
123456789012345000;2020-12-22 12,00;2020-12-22 13,00;0,61
123456789012345000;2020-12-22 13,00;2020-12-22 14,00;0,516
123456789012345000;2020-12-22 14,00;2020-12-22 15,00;1,176
123456789012345000;2020-12-22 15,00;2020-12-22 16,00;0,626
123456789012345000;2020-12-22 16,00;2020-12-22 17,00;0,431
123456789012345000;2020-12-22 17,00;2020-12-22 18,00;0,757
123456789012345000;2020-12-22 18,00;2020-12-22 19,00;0,595
123456789012345000;2020-12-22 19,00;2020-12-22 20,00;0,553
123456789012345000;2020-12-22 20,00;2020-12-22 21,00;1,009
123456789012345000;2020-12-22 21,00;2020-12-22 22,00;0,33
123456789012345000;2020-12-22 22,00;2020-12-22 23,00;0,551
123456789012345000;2020-12-22 23,00;2020-12-23 00,00;0,227
123456789012345000;2020-12-23 00,00;2020-12-23 01,00;0,131
123456789012345000;2020-12-23 01,00;2020-12-23 02,00;0,149
123456789012345000;2020-12-23 02,00;2020-12-23 03,00;0,137
123456789012345000;2020-12-23 03,00;2020-12-23 04,00;0,082
123456789012345000;2020-12-23 04,00;2020-12-23 05,00;0,191
123456789012345000;2020-12-23 05,00;2020-12-23 06,00;0,099
123456789012345000;2020-12-23 06,00;2020-12-23 07,00;0,113
123456789012345000;2020-12-23 07,00;2020-12-23 08,00;0,257
123456789012345000;2020-12-23 08,00;2020-12-23 09,00;0,462
123456789012345000;2020-12-23 09,00;2020-12-23 10,00;0,729
123456789012345000;2020-12-23 10,00;2020-12-23 11,00;0,532
123456789012345000;2020-12-23 11,00;2020-12-23 12,00;0,133
123456789012345000;2020-12-23 12,00;2020-12-23 13,00;0,132
123456789012345000;2020-12-23 13,00;2020-12-23 14,00;0,234
123456789012345000;2020-12-23 14,00;2020-12-23 15,00;0,489
123456789012345000;2020-12-23 15,00;2020-12-23 16,00;0,619
123456789012345000;2020-12-23 16,00;2020-12-23 17,00;0,918
123456789012345000;2020-12-23 17,00;2020-12-23 18,00;0,889
123456789012345000;2020-12-23 18,00;2020-12-23 19,00;0,606
123456789012345000;2020-12-23 19,00;2020-12-23 20,00;0,57
123456789012345000;2020-12-23 20,00;2020-12-23 21,00;1,025
123456789012345000;2020-12-23 21,00;2020-12-23 22,00;0,389
123456789012345000;2020-12-23 22,00;2020-12-23 23,00;0,752
123456789012345000;2020-12-23 23,00;2020-12-24 00,00;0,243
123456789012345000;2020-12-24 00,00;2020-12-24 01,00;0,123
123456789012345000;2020-12-24 01,00;2020-12-24 02,00;0,165
123456789012345000;2020-12-24 02,00;2020-12-24 03,00;0,127
123456789012345000;2020-12-24 03,00;2020-12-24 04,00;0,13
123456789012345000;2020-12-24 04,00;2020-12-24 05,00;0,11
123456789012345000;2020-12-24 05,00;2020-12-24 06,00;0,14
123456789012345000;2020-12-24 06,00;2020-12-24 07,00;0,143
123456789012345000;2020-12-24 07,00;2020-12-24 08,00;0,081
123456789012345000;2020-12-24 08,00;2020-12-24 09,00;0,341
123456789012345000;2020-12-24 09,00;2020-12-24 10,00;0,809
123456789012345000;2020-12-24 10,00;2020-12-24 11,00;0,442
123456789012345000;2020-12-24 11,00;2020-12-24 12,00;0,776
123456789012345000;2020-12-24 12,00;2020-12-24 13,00;1,84
123456789012345000;2020-12-24 13,00;2020-12-24 14,00;1,023
123456789012345000;2020-12-24 14,00;2020-12-24 15,00;1,099
123456789012345000;2020-12-24 15,00;2020-12-24 16,00;0,428
123456789012345000;2020-12-24 16,00;2020-12-24 17,00;0,755
123456789012345000;2020-12-24 17,00;2020-12-24 18,00;0,381
123456789012345000;2020-12-24 18,00;2020-12-24 19,00;0,356
123456789012345000;2020-12-24 19,00;2020-12-24 20,00;0,394
123456789012345000;2020-12-24 20,00;2020-12-24 21,00;0,389
123456789012345000;2020-12-24 21,00;2020-12-24 22,00;0,393
123456789012345000;2020-12-24 22,00;2020-12-24 23,00;0,373
123456789012345000;2020-12-24 23,00;2020-12-25 00,00;0,562
123456789012345000;2020-12-25 00,00;2020-12-25 01,00;0,372
123456789012345000;2020-12-25 01,00;2020-12-25 02,00;0,075
123456789012345000;2020-12-25 02,00;2020-12-25 03,00;0,139
123456789012345000;2020-12-25 03,00;2020-12-25 04,00;0,091
123456789012345000;2020-12-25 04,00;2020-12-25 05,00;0,168
123456789012345000;2020-12-25 05,00;2020-12-25 06,00;0,099
123456789012345000;2020-12-25 06,00;2020-12-25 07,00;0,101
123456789012345000;2020-12-25 07,00;2020-12-25 08,00;0,14
123456789012345000;2020-12-25 08,00;2020-12-25 09,00;0,238
123456789012345000;2020-12-25 09,00;2020-12-25 10,00;0,542
123456789012345000;2020-12-25 10,00;2020-12-25 11,00;0,611
123456789012345000;2020-12-25 11,00;2020-12-25 12,00;0,629
123456789012345000;2020-12-25 12,00;2020-12-25 13,00;0,488
123456789012345000;2020-12-25 13,00;2020-12-25 14,00;0,196
123456789012345000;2020-12-25 14,00;2020-12-25 15,00;0,188
123456789012345000;2020-12-25 15,00;2020-12-25 16,00;0,489
123456789012345000;2020-12-25 16,00;2020-12-25 17,00;0,52
123456789012345000;2020-12-25 17,00;2020-12-25 18,00;0,775
123456789012345000;2020-12-25 18,00;2020-12-25 19,00;0,861
123456789012345000;2020-12-25 19,00;2020-12-25 20,00;1,185
123456789012345000;2020-12-25 20,00;2020-12-25 21,00;0,488
123456789012345000;2020-12-25 21,00;2020-12-25 22,00;0,891
123456789012345000;2020-12-25 22,00;2020-12-25 23,00;0,336
123456789012345000;2020-12-25 23,00;2020-12-26 00,00;0,244
123456789012345000;2020-12-26 00,00;2020-12-26 01,00;0,16
123456789012345000;2020-12-26 01,00;2020-12-26 02,00;0,146
123456789012345000;2020-12-26 02,00;2020-12-26 03,00;0,15
123456789012345000;2020-12-26 03,00;2020-12-26 04,00;0,141
123456789012345000;2020-12-26 04,00;2020-12-26 05,00;0,083
123456789012345000;2020-12-26 05,00;2020-12-26 06,00;0,145
123456789012345000;2020-12-26 06,00;2020-12-26 07,00;0,11
123456789012345000;2020-12-26 07,00;2020-12-26 08,00;0,142
123456789012345000;2020-12-26 08,00;2020-12-26 09,00;0,232
123456789012345000;2020-12-26 09,00;2020-12-26 10,00;0,536
123456789012345000;2020-12-26 10,00;2020-12-26 11,00;0,54
123456789012345000;2020-12-26 11,00;2020-12-26 12,00;0,171
123456789012345000;2020-12-26 12,00;2020-12-26 13,00;0,194
123456789012345000;2020-12-26 13,00;2020-12-26 14,00;0,535
123456789012345000;2020-12-26 14,00;2020-12-26 15,00;0,835
123456789012345000;2020-12-26 15,00;2020-12-26 16,00;2,269
123456789012345000;2020-12-26 16,00;2020-12-26 17,00;2,109
123456789012345000;2020-12-26 17,00;2020-12-26 18,00;1,612
123456789012345000;2020-12-26 18,00;2020-12-26 19,00;2,124
123456789012345000;2020-12-26 19,00;2020-12-26 20,00;0,766
123456789012345000;2020-12-26 20,00;2020-12-26 21,00;1,527
123456789012345000;2020-12-26 21,00;2020-12-26 22,00;1,071
123456789012345000;2020-12-26 22,00;2020-12-26 23,00;0,543
123456789012345000;2020-12-26 23,00;2020-12-27 00,00;0,49
123456789012345000;2020-12-27 00,00;2020-12-27 01,00;0,495
123456789012345000;2020-12-27 01,00;2020-12-27 02,00;0,506
123456789012345000;2020-12-27 02,00;2020-12-27 03,00;0,162
123456789012345000;2020-12-27 03,00;2020-12-27 04,00;0,153
123456789012345000;2020-12-27 04,00;2020-12-27 05,00;0,147
123456789012345000;2020-12-27 05,00;2020-12-27 06,00;0,102
123456789012345000;2020-12-27 06,00;2020-12-27 07,00;0,131
123456789012345000;2020-12-27 07,00;2020-12-27 08,00;0,142
123456789012345000;2020-12-27 08,00;2020-12-27 09,00;0,173
123456789012345000;2020-12-27 09,00;2020-12-27 10,00;1,601
123456789012345000;2020-12-27 10,00;2020-12-27 11,00;0,853
123456789012345000;2020-12-27 11,00;2020-12-27 12,00;1,3
123456789012345000;2020-12-27 12,00;2020-12-27 13,00;0,707
123456789012345000;2020-12-27 13,00;2020-12-27 14,00;0,608
123456789012345000;2020-12-27 14,00;2020-12-27 15,00;0,549
123456789012345000;2020-12-27 15,00;2020-12-27 16,00;0,363
123456789012345000;2020-12-27 16,00;2020-12-27 17,00;0,461
123456789012345000;2020-12-27 17,00;2020-12-27 18,00;0,948
123456789012345000;2020-12-27 18,00;2020-12-27 19,00;0,572
123456789012345000;2020-12-27 19,00;2020-12-27 20,00;1,165
123456789012345000;2020-12-27 20,00;2020-12-27 21,00;0,779
123456789012345000;2020-12-27 21,00;2020-12-27 22,00;0,597
123456789012345000;2020-12-27 22,00;2020-12-27 23,00;0,266
123456789012345000;2020-12-27 23,00;2020-12-28 00,00;0,168
123456789012345000;2020-12-28 00,00;2020-12-28 01,00;0,205
123456789012345000;2020-12-28 01,00;2020-12-28 02,00;0,106
123456789012345000;2020-12-28 02,00;2020-12-28 03,00;0,192
123456789012345000;2020-12-28 03,00;2020-12-28 04,00;0,087
123456789012345000;2020-12-28 04,00;2020-12-28 05,00;0,144
123456789012345000;2020-12-28 05,00;2020-12-28 06,00;0,117
123456789012345000;2020-12-28 06,00;2020-12-28 07,00;0,152
123456789012345000;2020-12-28 07,00;2020-12-28 08,00;0,073
123456789012345000;2020-12-28 08,00;2020-12-28 09,00;0,468
123456789012345000;2020-12-28 09,00;2020-12-28 10,00;0,65
123456789012345000;2020-12-28 10,00;2020-12-28 11,00;0,455
123456789012345000;2020-12-28 11,00;2020-12-28 12,00;0,653
123456789012345000;2020-12-28 12,00;2020-12-28 13,00;0,644
123456789012345000;2020-12-28 13,00;2020-12-28 14,00;0,209
123456789012345000;2020-12-28 14,00;2020-12-28 15,00;0,29
123456789012345000;2020-12-28 15,00;2020-12-28 16,00;0,625
123456789012345000;2020-12-28 16,00;2020-12-28 17,00;0,619
123456789012345000;2020-12-28 17,00;2020-12-28 18,00;0,854
123456789012345000;2020-12-28 18,00;2020-12-28 19,00;1,255
123456789012345000;2020-12-28 19,00;2020-12-28 20,00;2,021
123456789012345000;2020-12-28 20,00;2020-12-28 21,00;2,352
123456789012345000;2020-12-28 21,00;2020-12-28 22,00;2,31
123456789012345000;2020-12-28 22,00;2020-12-28 23,00;2,412
123456789012345000;2020-12-28 23,00;2020-12-29 00,00;2,78
123456789012345000;2020-12-29 00,00;2020-12-29 01,00;2,118
123456789012345000;2020-12-29 01,00;2020-12-29 02,00;0,699
123456789012345000;2020-12-29 02,00;2020-12-29 03,00;0,27
123456789012345000;2020-12-29 03,00;2020-12-29 04,00;0,093
123456789012345000;2020-12-29 04,00;2020-12-29 05,00;0,195
123456789012345000;2020-12-29 05,00;2020-12-29 06,00;0,079
123456789012345000;2020-12-29 06,00;2020-12-29 07,00;0,151
123456789012345000;2020-12-29 07,00;2020-12-29 08,00;0,134
123456789012345000;2020-12-29 08,00;2020-12-29 09,00;0,186
123456789012345000;2020-12-29 09,00;2020-12-29 10,00;0,983
123456789012345000;2020-12-29 10,00;2020-12-29 11,00;0,847
123456789012345000;2020-12-29 11,00;2020-12-29 12,00;0,941
123456789012345000;2020-12-29 12,00;2020-12-29 13,00;0,607
123456789012345000;2020-12-29 13,00;2020-12-29 14,00;0,722
123456789012345000;2020-12-29 14,00;2020-12-29 15,00;0,625
123456789012345000;2020-12-29 15,00;2020-12-29 16,00;0,65
123456789012345000;2020-12-29 16,00;2020-12-29 17,00;0,913
123456789012345000;2020-12-29 17,00;2020-12-29 18,00;1,139
123456789012345000;2020-12-29 18,00;2020-12-29 19,00;1,504
123456789012345000;2020-12-29 19,00;2020-12-29 20,00;0,853
123456789012345000;2020-12-29 20,00;2020-12-29 21,00;0,75
123456789012345000;2020-12-29 21,00;2020-12-29 22,00;0,554
123456789012345000;2020-12-29 22,00;2020-12-29 23,00;0,689
123456789012345000;2020-12-29 23,00;2020-12-30 00,00;0,551
123456789012345000;2020-12-30 00,00;2020-12-30 01,00;0,458
123456789012345000;2020-12-30 01,00;2020-12-30 02,00;0,359
123456789012345000;2020-12-30 02,00;2020-12-30 03,00;0,199
123456789012345000;2020-12-30 03,00;2020-12-30 04,00;0,206
123456789012345000;2020-12-30 04,00;2020-12-30 05,00;0,19
123456789012345000;2020-12-30 05,00;2020-12-30 06,00;0,213
123456789012345000;2020-12-30 06,00;2020-12-30 07,00;0,147
123456789012345000;2020-12-30 07,00;2020-12-30 08,00;0,23
123456789012345000;2020-12-30 08,00;2020-12-30 09,00;0,608
123456789012345000;2020-12-30 09,00;2020-12-30 10,00;0,59
123456789012345000;2020-12-30 10,00;2020-12-30 11,00;0,652
123456789012345000;2020-12-30 11,00;2020-12-30 12,00;0,769
123456789012345000;2020-12-30 12,00;2020-12-30 13,00;0,788
123456789012345000;2020-12-30 13,00;2020-12-30 14,00;1,193
123456789012345000;2020-12-30 14,00;2020-12-30 15,00;1,07
123456789012345000;2020-12-30 15,00;2020-12-30 16,00;1,121
123456789012345000;2020-12-30 16,00;2020-12-30 17,00;0,955
123456789012345000;2020-12-30 17,00;2020-12-30 18,00;0,677
123456789012345000;2020-12-30 18,00;2020-12-30 19,00;2,321
123456789012345000;2020-12-30 19,00;2020-12-30 20,00;1,154
123456789012345000;2020-12-30 20,00;2020-12-30 21,00;0,536
123456789012345000;2020-12-30 21,00;2020-12-30 22,00;0,945
123456789012345000;2020-12-30 22,00;2020-12-30 23,00;0,635
123456789012345000;2020-12-30 23,00;2020-12-31 00,00;0,731
123456789012345000;2020-12-31 00,00;2020-12-31 01,00;0,649
123456789012345000;2020-12-31 01,00;2020-12-31 02,00;0,602
123456789012345000;2020-12-31 02,00;2020-12-31 03,00;0,152
123456789012345000;2020-12-31 03,00;2020-12-31 04,00;0,132
123456789012345000;2020-12-31 04,00;2020-12-31 05,00;0,153
123456789012345000;2020-12-31 05,00;2020-12-31 06,00;0,138
123456789012345000;2020-12-31 06,00;2020-12-31 07,00;0,099
123456789012345000;2020-12-31 07,00;2020-12-31 08,00;0,161
123456789012345000;2020-12-31 08,00;2020-12-31 09,00;0,776
123456789012345000;2020-12-31 09,00;2020-12-31 10,00;1,04
123456789012345000;2020-12-31 10,00;2020-12-31 11,00;0,733
123456789012345000;2020-12-31 11,00;2020-12-31 12,00;1,766
123456789012345000;2020-12-31 12,00;2020-12-31 13,00;0,506
123456789012345000;2020-12-31 13,00;2020-12-31 14,00;0,556
123456789012345000;2020-12-31 14,00;2020-12-31 15,00;3,057
123456789012345000;2020-12-31 15,00;2020-12-31 16,00;2,407
123456789012345000;2020-12-31 16,00;2020-12-31 17,00;2,373
123456789012345000;2020-12-31 17,00;2020-12-31 18,00;3,241
123456789012345000;2020-12-31 18,00;2020-12-31 19,00;3,311
123456789012345000;2020-12-31 19,00;2020-12-31 20,00;2,231
123456789012345000;2020-12-31 20,00;2020-12-31 21,00;0,932
123456789012345000;2020-12-31 21,00;2020-12-31 22,00;0,952
123456789012345000;2020-12-31 22,00;2020-12-31 23,00;0,874
123456789012345000;2020-12-31 23,00;2021-01-01 00,00;1,495
123456789012345000;2021-01-01 00,00;2021-01-01 01,00;0,969
123456789012345000;2021-01-01 01,00;2021-01-01 02,00;0,997
123456789012345000;2021-01-01 02,00;2021-01-01 03,00;0,236
123456789012345000;2021-01-01 03,00;2021-01-01 04,00;0,119
123456789012345000;2021-01-01 04,00;2021-01-01 05,00;0,123
123456789012345000;2021-01-01 05,00;2021-01-01 06,00;0,169
123456789012345000;2021-01-01 06,00;2021-01-01 07,00;0,075
123456789012345000;2021-01-01 07,00;2021-01-01 08,00;0,129
123456789012345000;2021-01-01 08,00;2021-01-01 09,00;0,152
123456789012345000;2021-01-01 09,00;2021-01-01 10,00;0,094
123456789012345000;2021-01-01 10,00;2021-01-01 11,00;0,689
123456789012345000;2021-01-01 11,00;2021-01-01 12,00;0,764
123456789012345000;2021-01-01 12,00;2021-01-01 13,00;2,485
123456789012345000;2021-01-01 13,00;2021-01-01 14,00;3,42
123456789012345000;2021-01-01 14,00;2021-01-01 15,00;3,47
123456789012345000;2021-01-01 15,00;2021-01-01 16,00;1,811
123456789012345000;2021-01-01 16,00;2021-01-01 17,00;0,641
123456789012345000;2021-01-01 17,00;2021-01-01 18,00;1,355
123456789012345000;2021-01-01 18,00;2021-01-01 19,00;0,865
123456789012345000;2021-01-01 19,00;2021-01-01 20,00;1,003
123456789012345000;2021-01-01 20,00;2021-01-01 21,00;0,662
123456789012345000;2021-01-01 21,00;2021-01-01 22,00;0,56
123456789012345000;2021-01-01 22,00;2021-01-01 23,00;0,989
123456789012345000;2021-01-01 23,00;2021-01-02 00,00;0,693
123456789012345000;2021-01-02 00,00;2021-01-02 01,00;0,352
123456789012345000;2021-01-02 01,00;2021-01-02 02,00;0,176
123456789012345000;2021-01-02 02,00;2021-01-02 03,00;0,153
123456789012345000;2021-01-02 03,00;2021-01-02 04,00;0,077
123456789012345000;2021-01-02 04,00;2021-01-02 05,00;0,17
123456789012345000;2021-01-02 05,00;2021-01-02 06,00;0,117
123456789012345000;2021-01-02 06,00;2021-01-02 07,00;0,093
123456789012345000;2021-01-02 07,00;2021-01-02 08,00;0,171
123456789012345000;2021-01-02 08,00;2021-01-02 09,00;0,181
123456789012345000;2021-01-02 09,00;2021-01-02 10,00;0,676
123456789012345000;2021-01-02 10,00;2021-01-02 11,00;0,299
123456789012345000;2021-01-02 11,00;2021-01-02 12,00;0,103
123456789012345000;2021-01-02 12,00;2021-01-02 13,00;0,168
123456789012345000;2021-01-02 13,00;2021-01-02 14,00;0,662
123456789012345000;2021-01-02 14,00;2021-01-02 15,00;0,374
123456789012345000;2021-01-02 15,00;2021-01-02 16,00;0,364
123456789012345000;2021-01-02 16,00;2021-01-02 17,00;0,615
123456789012345000;2021-01-02 17,00;2021-01-02 18,00;0,664
123456789012345000;2021-01-02 18,00;2021-01-02 19,00;2,025
123456789012345000;2021-01-02 19,00;2021-01-02 20,00;3,122
123456789012345000;2021-01-02 20,00;2021-01-02 21,00;2,919
123456789012345000;2021-01-02 21,00;2021-01-02 22,00;0,769
123456789012345000;2021-01-02 22,00;2021-01-02 23,00;1,045
123456789012345000;2021-01-02 23,00;2021-01-03 00,00;0,437
123456789012345000;2021-01-03 00,00;2021-01-03 01,00;0,255
123456789012345000;2021-01-03 01,00;2021-01-03 02,00;0,143
123456789012345000;2021-01-03 02,00;2021-01-03 03,00;0,308
123456789012345000;2021-01-03 03,00;2021-01-03 04,00;0,194
123456789012345000;2021-01-03 04,00;2021-01-03 05,00;0,117
123456789012345000;2021-01-03 05,00;2021-01-03 06,00;0,147
123456789012345000;2021-01-03 06,00;2021-01-03 07,00;0,126
123456789012345000;2021-01-03 07,00;2021-01-03 08,00;0,297
123456789012345000;2021-01-03 08,00;2021-01-03 09,00;0,684
123456789012345000;2021-01-03 09,00;2021-01-03 10,00;0,273
123456789012345000;2021-01-03 10,00;2021-01-03 11,00;0,153
123456789012345000;2021-01-03 11,00;2021-01-03 12,00;0,117
123456789012345000;2021-01-03 12,00;2021-01-03 13,00;0,639
123456789012345000;2021-01-03 13,00;2021-01-03 14,00;1,757
123456789012345000;2021-01-03 14,00;2021-01-03 15,00;0,762
123456789012345000;2021-01-03 15,00;2021-01-03 16,00;2,485
123456789012345000;2021-01-03 16,00;2021-01-03 17,00;2,327
123456789012345000;2021-01-03 17,00;2021-01-03 18,00;2,089
123456789012345000;2021-01-03 18,00;2021-01-03 19,00;1,659
123456789012345000;2021-01-03 19,00;2021-01-03 20,00;0,848
123456789012345000;2021-01-03 20,00;2021-01-03 21,00;0,904
123456789012345000;2021-01-03 21,00;2021-01-03 22,00;0,528
123456789012345000;2021-01-03 22,00;2021-01-03 23,00;0,418
123456789012345000;2021-01-03 23,00;2021-01-04 00,00;0,841
123456789012345000;2021-01-04 00,00;2021-01-04 01,00;0,321
123456789012345000;2021-01-04 01,00;2021-01-04 02,00;0,289
123456789012345000;2021-01-04 02,00;2021-01-04 03,00;0,264
123456789012345000;2021-01-04 03,00;2021-01-04 04,00;0,227
123456789012345000;2021-01-04 04,00;2021-01-04 05,00;0,251
123456789012345000;2021-01-04 05,00;2021-01-04 06,00;0,206
123456789012345000;2021-01-04 06,00;2021-01-04 07,00;0,758
123456789012345000;2021-01-04 07,00;2021-01-04 08,00;1,185
123456789012345000;2021-01-04 08,00;2021-01-04 09,00;1,133
123456789012345000;2021-01-04 09,00;2021-01-04 10,00;0,761
123456789012345000;2021-01-04 10,00;2021-01-04 11,00;1,051
123456789012345000;2021-01-04 11,00;2021-01-04 12,00;1,024
123456789012345000;2021-01-04 12,00;2021-01-04 13,00;0,768
123456789012345000;2021-01-04 13,00;2021-01-04 14,00;0,799
123456789012345000;2021-01-04 14,00;2021-01-04 15,00;1,33
123456789012345000;2021-01-04 15,00;2021-01-04 16,00;0,703
123456789012345000;2021-01-04 16,00;2021-01-04 17,00;1,591
123456789012345000;2021-01-04 17,00;2021-01-04 18,00;0,858
123456789012345000;2021-01-04 18,00;2021-01-04 19,00;0,537
123456789012345000;2021-01-04 19,00;2021-01-04 20,00;0,583
123456789012345000;2021-01-04 20,00;2021-01-04 21,00;1,733
123456789012345000;2021-01-04 21,00;2021-01-04 22,00;2,4
123456789012345000;2021-01-04 22,00;2021-01-04 23,00;2,273
123456789012345000;2021-01-04 23,00;2021-01-05 00,00;2,412
123456789012345000;2021-01-05 00,00;2021-01-05 01,00;1,818
123456789012345000;2021-01-05 01,00;2021-01-05 02,00;1,529
123456789012345000;2021-01-05 02,00;2021-01-05 03,00;0,119
123456789012345000;2021-01-05 03,00;2021-01-05 04,00;0,142
123456789012345000;2021-01-05 04,00;2021-01-05 05,00;0,098
123456789012345000;2021-01-05 05,00;2021-01-05 06,00;0,159
123456789012345000;2021-01-05 06,00;2021-01-05 07,00;0,471
123456789012345000;2021-01-05 07,00;2021-01-05 08,00;0,685
123456789012345000;2021-01-05 08,00;2021-01-05 09,00;0,694
123456789012345000;2021-01-05 09,00;2021-01-05 10,00;0,618
123456789012345000;2021-01-05 10,00;2021-01-05 11,00;0,828
123456789012345000;2021-01-05 11,00;2021-01-05 12,00;0,638
123456789012345000;2021-01-05 12,00;2021-01-05 13,00;0,665
123456789012345000;2021-01-05 13,00;2021-01-05 14,00;0,67
123456789012345000;2021-01-05 14,00;2021-01-05 15,00;0,79
123456789012345000;2021-01-05 15,00;2021-01-05 16,00;0,246
123456789012345000;2021-01-05 16,00;2021-01-05 17,00;0,455
123456789012345000;2021-01-05 17,00;2021-01-05 18,00;1,635
123456789012345000;2021-01-05 18,00;2021-01-05 19,00;1,325
123456789012345000;2021-01-05 19,00;2021-01-05 20,00;0,95
123456789012345000;2021-01-05 20,00;2021-01-05 21,00;1,133
123456789012345000;2021-01-05 21,00;2021-01-05 22,00;0,844
123456789012345000;2021-01-05 22,00;2021-01-05 23,00;0,398
123456789012345000;2021-01-05 23,00;2021-01-06 00,00;0,214
123456789012345000;2021-01-06 00,00;2021-01-06 01,00;0,125
123456789012345000;2021-01-06 01,00;2021-01-06 02,00;0,136
123456789012345000;2021-01-06 02,00;2021-01-06 03,00;0,147
123456789012345000;2021-01-06 03,00;2021-01-06 04,00;0,1
123456789012345000;2021-01-06 04,00;2021-01-06 05,00;0,13
123456789012345000;2021-01-06 05,00;2021-01-06 06,00;0,141
123456789012345000;2021-01-06 06,00;2021-01-06 07,00;0,35
123456789012345000;2021-01-06 07,00;2021-01-06 08,00;0,995
123456789012345000;2021-01-06 08,00;2021-01-06 09,00;0,608
123456789012345000;2021-01-06 09,00;2021-01-06 10,00;0,897
123456789012345000;2021-01-06 10,00;2021-01-06 11,00;0,747
123456789012345000;2021-01-06 11,00;2021-01-06 12,00;0,638
123456789012345000;2021-01-06 12,00;2021-01-06 13,00;0,592
123456789012345000;2021-01-06 13,00;2021-01-06 14,00;0,677
123456789012345000;2021-01-06 14,00;2021-01-06 15,00;0,559
123456789012345000;2021-01-06 15,00;2021-01-06 16,00;0,966
123456789012345000;2021-01-06 16,00;2021-01-06 17,00;0,935
123456789012345000;2021-01-06 17,00;2021-01-06 18,00;1,542
123456789012345000;2021-01-06 18,00;2021-01-06 19,00;1,862
123456789012345000;2021-01-06 19,00;2021-01-06 20,00;1,167
123456789012345000;2021-01-06 20,00;2021-01-06 21,00;0,655
123456789012345000;2021-01-06 21,00;2021-01-06 22,00;0,966
123456789012345000;2021-01-06 22,00;2021-01-06 23,00;0,429
123456789012345000;2021-01-06 23,00;2021-01-07 00,00;0,523
123456789012345000;2021-01-07 00,00;2021-01-07 01,00;0,175
123456789012345000;2021-01-07 01,00;2021-01-07 02,00;0,14
123456789012345000;2021-01-07 02,00;2021-01-07 03,00;0,117
123456789012345000;2021-01-07 03,00;2021-01-07 04,00;0,132
123456789012345000;2021-01-07 04,00;2021-01-07 05,00;0,109
123456789012345000;2021-01-07 05,00;2021-01-07 06,00;0,132
123456789012345000;2021-01-07 06,00;2021-01-07 07,00;0,385
123456789012345000;2021-01-07 07,00;2021-01-07 08,00;0,693
123456789012345000;2021-01-07 08,00;2021-01-07 09,00;0,819
123456789012345000;2021-01-07 09,00;2021-01-07 10,00;0,46
123456789012345000;2021-01-07 10,00;2021-01-07 11,00;0,783
123456789012345000;2021-01-07 11,00;2021-01-07 12,00;0,648
123456789012345000;2021-01-07 12,00;2021-01-07 13,00;0,621
123456789012345000;2021-01-07 13,00;2021-01-07 14,00;0,451
123456789012345000;2021-01-07 14,00;2021-01-07 15,00;0,618
123456789012345000;2021-01-07 15,00;2021-01-07 16,00;0,573
123456789012345000;2021-01-07 16,00;2021-01-07 17,00;0,695
123456789012345000;2021-01-07 17,00;2021-01-07 18,00;2,251
123456789012345000;2021-01-07 18,00;2021-01-07 19,00;2,078
123456789012345000;2021-01-07 19,00;2021-01-07 20,00;1,219
123456789012345000;2021-01-07 20,00;2021-01-07 21,00;0,406
123456789012345000;2021-01-07 21,00;2021-01-07 22,00;0,834
123456789012345000;2021-01-07 22,00;2021-01-07 23,00;0,898
123456789012345000;2021-01-07 23,00;2021-01-08 00,00;0,187
123456789012345000;2021-01-08 00,00;2021-01-08 01,00;0,086
123456789012345000;2021-01-08 01,00;2021-01-08 02,00;0,143
123456789012345000;2021-01-08 02,00;2021-01-08 03,00;0,119
123456789012345000;2021-01-08 03,00;2021-01-08 04,00;0,138
123456789012345000;2021-01-08 04,00;2021-01-08 05,00;0,074
123456789012345000;2021-01-08 05,00;2021-01-08 06,00;0,181
